,courseid,semestre,userid,final_mark,exam_mark
0,100001,S1,1544,4.0,4.0
1,100001,S1,1556,6.0,9.0
2,100001,S1,1564,10.0,9.0
3,100001,S1,3146,15.0,15.0
4,100001,S1,3178,11.0,9.0
5,100001,S1,3248,15.0,7.0
6,100001,S1,3249,14.0,9.0
7,100001,S1,3314,12.0,12.0
8,100001,S1,4625,11.0,6.0
9,100001,S1,4630,14.0,14.0
10,100001,S1,4636,7.0,7.0
11,100001,S1,4639,15.0,15.0
12,100001,S1,4644,8.0,8.0
13,100001,S1,4654,10.0,10.0
14,100001,S1,4659,5.0,5.0
15,100001,S1,4664,12.0,12.0
16,100001,S1,4679,6.0,6.0
17,100001,S1,4713,10.0,10.0
18,100001,S1,4716,10.0,8.0
19,100001,S1,4717,12.0,12.0
20,100001,S1,4720,11.0,9.0
21,100001,S1,4721,8.0,8.0
22,100001,S1,4747,16.0,16.0
23,100001,S1,4748,11.0,11.0
24,100001,S1,4751,5.0,5.0
25,100001,S1,4752,14.0,14.0
26,100001,S1,5010,10.0,9.0
27,100001,S1,6767,13.0,13.0
28,100001,S1,6768,5.0,5.0
29,100001,S1,6769,0.0,0.0
30,100001,S1,6775,12.0,12.0
31,100001,S1,6776,10.0,7.0
32,100001,S1,6778,17.0,17.0
33,100001,S1,6779,17.0,17.0
34,100001,S1,6780,15.0,15.0
35,100001,S1,6783,14.0,14.0
36,100001,S1,6784,14.0,9.0
37,100001,S1,6792,15.0,15.0
38,100001,S1,6793,15.0,14.0
39,100001,S1,6794,6.0,6.0
40,100001,S1,6796,17.0,17.0
41,100001,S1,6797,17.0,17.0
42,100001,S1,6798,16.0,16.0
43,100001,S1,6799,12.0,12.0
44,100001,S1,6800,15.0,15.0
45,100001,S1,6801,18.0,18.0
46,100001,S1,6802,10.0,8.0
47,100001,S1,6804,8.0,8.0
48,100001,S1,6807,16.0,16.0
49,100001,S1,6809,13.0,13.0
50,100001,S1,6810,17.0,17.0
51,100001,S1,6811,14.0,14.0
52,100001,S1,6814,14.0,9.0
53,100001,S1,6817,8.0,8.0
54,100001,S1,6818,14.0,14.0
55,100001,S1,6819,9.0,9.0
56,100001,S1,6820,15.0,13.0
57,100001,S1,6821,8.0,8.0
58,100001,S1,6822,13.0,13.0
59,100001,S1,6824,13.0,13.0
60,100001,S1,6825,19.0,19.0
61,100001,S1,6826,14.0,14.0
62,100001,S1,6827,10.0,9.0
63,100001,S1,6828,12.0,9.0
64,100001,S1,6829,10.0,10.0
65,100001,S1,6830,12.0,9.0
66,100001,S1,6831,10.0,7.0
67,100001,S1,6832,14.0,11.0
68,100001,S1,6833,19.0,19.0
69,100001,S1,6835,11.0,9.0
70,100001,S1,6836,10.0,9.0
71,100001,S1,6837,6.0,6.0
72,100001,S1,6840,12.0,12.0
73,100001,S1,6842,19.0,19.0
74,100001,S1,6843,17.0,17.0
75,100001,S1,6844,18.0,18.0
76,100001,S1,6845,15.0,15.0
77,100001,S1,6846,15.0,15.0
78,100001,S1,6847,16.0,16.0
79,100001,S1,6848,13.0,13.0
80,100001,S1,6849,17.0,17.0
81,100001,S1,6850,18.0,14.0
82,100001,S1,6852,16.0,16.0
83,100001,S1,6853,14.0,14.0
84,100001,S1,6854,12.0,12.0
85,100001,S1,6855,18.0,18.0
86,100001,S1,6856,17.0,17.0
87,100001,S1,6858,14.0,9.0
88,100001,S1,6859,12.0,12.0
89,100001,S1,6860,11.0,9.0
90,100001,S1,6861,9.0,9.0
91,100001,S1,6865,17.0,17.0
92,100001,S1,6866,18.0,18.0
93,100001,S1,6867,9.0,9.0
94,100001,S1,6868,20.0,20.0
95,100001,S1,6869,11.0,6.0
96,100001,S1,6870,13.0,9.0
97,100001,S1,6871,17.0,17.0
98,100001,S1,6873,18.0,18.0
99,100001,S1,6874,14.0,14.0
100,100001,S1,6875,19.0,19.0
101,100001,S1,6876,17.0,17.0
102,100001,S1,6877,5.0,5.0
103,100001,S1,6879,13.0,13.0
104,100001,S1,6880,2.0,2.0
105,100001,S1,6882,14.0,14.0
106,100001,S1,6883,14.0,14.0
107,100001,S1,6884,15.0,15.0
108,100001,S1,6886,9.0,9.0
109,100001,S1,6887,17.0,17.0
110,100001,S1,6889,10.0,9.0
111,100001,S1,6890,17.0,17.0
112,100001,S1,6891,18.0,18.0
113,100001,S1,6892,17.0,17.0
114,100001,S1,6894,13.0,13.0
115,100001,S1,6895,14.0,14.0
116,100001,S1,6896,17.0,17.0
117,100001,S1,6897,14.0,14.0
118,100001,S1,6898,17.0,17.0
119,100001,S1,6900,15.0,15.0
120,100001,S1,6901,4.0,4.0
121,100001,S1,6903,8.0,8.0
122,100001,S1,6904,8.0,8.0
123,100001,S1,6906,12.0,12.0
124,100001,S1,6908,17.0,17.0
125,100001,S1,6909,19.0,19.0
126,100001,S1,6910,12.0,12.0
127,100001,S1,6917,13.0,13.0
128,100001,S1,6920,13.0,4.0
129,100001,S1,6921,13.0,13.0
130,100001,S1,6922,15.0,15.0
131,100001,S1,6923,12.0,9.0
132,100001,S1,6928,12.0,8.0
133,100001,S1,6930,1.0,1.0
134,100001,S1,6931,15.0,15.0
135,100001,S1,6932,8.0,7.0
136,100001,S1,6933,9.0,9.0
137,100001,S1,6935,6.0,6.0
138,100001,S1,6936,10.0,7.0
139,100001,S1,6937,15.0,15.0
140,100001,S1,6938,15.0,9.0
141,100001,S1,6939,12.0,12.0
142,100001,S1,6940,18.0,18.0
143,100001,S1,6941,10.0,9.0
144,100001,S1,6943,8.0,8.0
145,100001,S1,6944,12.0,12.0
146,100001,S1,6945,14.0,14.0
147,100001,S1,6946,14.0,12.0
148,100001,S1,6948,3.0,1.0
149,100001,S1,6955,11.0,11.0
150,100001,S1,6958,4.0,4.0
151,100001,S1,6962,2.0,2.0
152,100001,S1,6963,1.0,1.0
153,100001,S1,8706,7.0,7.0
154,100003,S1,1564,9.0,7.0
155,100003,S1,1632,14.0,14.0
156,100003,S1,3122,16.0,16.0
157,100003,S1,3177,15.0,15.0
158,100003,S1,3186,9.0,9.0
159,100003,S1,3222,14.0,14.0
160,100003,S1,3231,18.0,18.0
161,100003,S1,3232,15.0,15.0
162,100003,S1,3263,12.0,9.0
163,100003,S1,3297,18.0,18.0
164,100003,S1,3954,16.0,16.0
165,100003,S1,4601,11.0,11.0
166,100003,S1,4602,14.0,14.0
167,100003,S1,4603,13.0,13.0
168,100003,S1,4611,16.0,16.0
169,100003,S1,4613,16.0,16.0
170,100003,S1,4615,17.0,17.0
171,100003,S1,4616,18.0,18.0
172,100003,S1,4618,17.0,17.0
173,100003,S1,4619,15.0,12.0
174,100003,S1,4626,13.0,13.0
175,100003,S1,4627,17.0,17.0
176,100003,S1,4631,19.0,18.0
177,100003,S1,4632,17.0,15.0
178,100003,S1,4645,14.0,14.0
179,100003,S1,4646,16.0,16.0
180,100003,S1,4647,15.0,9.0
181,100003,S1,4648,16.0,16.0
182,100003,S1,4650,15.0,15.0
183,100003,S1,4651,17.0,17.0
184,100003,S1,4652,15.0,15.0
185,100003,S1,4653,16.0,15.0
186,100003,S1,4654,12.0,9.0
187,100003,S1,4656,18.0,18.0
188,100003,S1,4657,18.0,18.0
189,100003,S1,4658,18.0,18.0
190,100003,S1,4659,13.0,9.0
191,100003,S1,4660,18.0,18.0
192,100003,S1,4661,16.0,16.0
193,100003,S1,4662,17.0,17.0
194,100003,S1,4663,14.0,14.0
195,100003,S1,4664,16.0,16.0
196,100003,S1,4665,17.0,17.0
197,100003,S1,4666,15.0,15.0
198,100003,S1,4667,17.0,17.0
199,100003,S1,4668,16.0,16.0
200,100003,S1,4669,14.0,14.0
201,100003,S1,4670,17.0,17.0
202,100003,S1,4671,14.0,14.0
203,100003,S1,4672,15.0,13.0
204,100003,S1,4673,13.0,13.0
205,100003,S1,4674,16.0,16.0
206,100003,S1,4675,13.0,13.0
207,100003,S1,4676,14.0,14.0
208,100003,S1,4677,15.0,15.0
209,100003,S1,4678,15.0,15.0
210,100003,S1,4680,14.0,14.0
211,100003,S1,4681,16.0,16.0
212,100003,S1,4682,14.0,14.0
213,100003,S1,4688,15.0,15.0
214,100003,S1,4703,17.0,17.0
215,100003,S1,4713,8.0,8.0
216,100003,S1,4714,18.0,18.0
217,100003,S1,4717,11.0,7.0
218,100003,S1,4718,18.0,18.0
219,100003,S1,4721,16.0,16.0
220,100003,S1,4722,15.0,9.0
221,100003,S1,4725,9.0,9.0
222,100003,S1,4746,17.0,14.0
223,100003,S1,4747,14.0,14.0
224,100003,S1,4748,11.0,9.0
225,100003,S1,5880,16.0,16.0
226,100003,S1,6666,14.0,14.0
227,100003,S1,6680,13.0,13.0
228,100003,S1,6681,16.0,16.0
229,100003,S1,6682,16.0,16.0
230,100003,S1,6683,16.0,16.0
231,100003,S1,6684,17.0,17.0
232,100003,S1,6685,15.0,15.0
233,100003,S1,6691,14.0,14.0
234,100003,S1,6697,10.0,10.0
235,100003,S1,6698,15.0,15.0
236,100003,S1,6699,17.0,17.0
237,100003,S1,6711,13.0,13.0
238,100003,S1,6723,12.0,12.0
239,100003,S1,6724,15.0,9.0
240,100003,S1,6729,14.0,14.0
241,100007,S1,3178,14.0,14.0
242,100007,S1,3222,12.0,12.0
243,100007,S1,3265,10.0,10.0
244,100007,S1,4626,11.0,11.0
245,100007,S1,4718,16.0,16.0
246,100007,S1,5010,16.0,13.0
247,100007,S1,6767,14.0,14.0
248,100007,S1,6778,16.0,16.0
249,100007,S1,6779,18.0,18.0
250,100007,S1,6780,14.0,11.0
251,100007,S1,6783,15.0,15.0
252,100007,S1,6784,12.0,12.0
253,100007,S1,6792,18.0,18.0
254,100007,S1,6820,17.0,14.0
255,100007,S1,6832,16.0,16.0
256,100007,S1,6842,18.0,18.0
257,100007,S1,6843,19.0,19.0
258,100007,S1,6844,17.0,17.0
259,100007,S1,6845,16.0,12.0
260,100007,S1,6846,15.0,15.0
261,100007,S1,6847,14.0,14.0
262,100007,S1,6848,12.0,12.0
263,100007,S1,6849,18.0,16.0
264,100007,S1,6850,17.0,17.0
265,100007,S1,6852,13.0,9.0
266,100007,S1,6853,15.0,15.0
267,100007,S1,6854,14.0,13.0
268,100007,S1,6855,17.0,17.0
269,100007,S1,6856,15.0,15.0
270,100007,S1,6858,10.0,10.0
271,100007,S1,6859,14.0,14.0
272,100007,S1,6860,13.0,13.0
273,100007,S1,6861,11.0,11.0
274,100007,S1,6865,16.0,16.0
275,100007,S1,6866,13.0,13.0
276,100007,S1,6867,13.0,8.0
277,100007,S1,6868,19.0,19.0
278,100007,S1,6870,14.0,14.0
